riskId,name,description
R656,Regulatory Compliance Risk,"Compliance with complex foreign and U.S. laws and regulations including internal control and disclosure rules, privacy and data protection requirements, anti-corruption laws such as the U.S. Foreign Corrupt Practices Act, and competition regulations increases cost of doing business. Violations could result in fines, penalties, criminal sanctions, and prohibitions on conducting business."
R657,Regulatory Dependence,Decisions about expansions and maintenance of the transmission system can be influenced by decisions of the Utility's regulators and the CAISO.
R658,Regulatory Developments Risk,"Various regulatory agencies continue to examine and implement laws governing virtual currencies, identity theft, account management, cybersecurity, competition, marketing, and ESG performance, any of which may impact PayPal's business."
R659,Regulatory Enforcement Risk,PayPal (Europe) may be subject to enforcement actions and significant fines if it violates applicable requirements. Compliance with applicable laws and regulations could become more costly and operationally difficult to manage.
R660,Regulatory Non-Compliance Risk,"OEIS found that the Utility failed to meet targets highly correlated with risk, failed to achieve critical stated objectives, and failed to sufficiently address risk on its system, resulting in a finding of non-substantial compliance with the WMP."
R661,Regulatory Penalties,"The Utility could face penalties, enforcement actions, or other adverse legal or regulatory consequences for self-reported potential violations, including under the EOEP."
R662,Regulatory Penalties and Disallowances,"Events could result in regulatory penalties and disallowances, particularly if the Utility encounters difficulties in restoring power to customers on a timely basis or if related losses are found to be the result of the Utility's practices or failure of electric and other equipment."
R663,Regulatory Rate Risk,"The CPUC and FERC periodically determine revenue requirements and rates of return. Changes in authorized rates or unfavorable outcomes in GRC, cost of capital, or TO rate case proceedings could adversely affect the Utility's revenues and financial results."
R664,Regulatory Ratemaking Risk,"The timing and outcome of ratemaking and other regulatory proceedings can affect the Utility's ability to recover its operating expenses and capital costs. The outcome can be affected by intervening parties' testimonies, potential rate impacts, and the regulatory and political environments."
R665,Regulatory Recovery Risk,"The Utility will be permitted to recover wildfire-related claims and legal fees through rates only if the CPUC or FERC determines the Utility has met the prudency standard, which has not been interpreted or applied by the CPUC, risking partial or full non-recovery of recorded receivables."
R666,Regulatory Recovery Uncertainty,There is uncertainty around CPUC approval and the timing of final decisions on revenue requirement recovery through Wildfire Mitigation and Catastrophic Events and California Energy Management Assistance applications.
R667,Regulatory Risk,"New or changing laws and regulations, including changes to their interpretation and implementation, as well as increased penalties and enforcement actions for non-compliance, could have a material adverse impact on the company's business, results of operations, and financial condition."
R668,Regulatory Risk - CFPB,"The CFPB has significant authority to regulate consumer financial products in the U.S., including credit, deposits, and payments, and the CFPB and similar agencies may promulgate rules and regulations that affect PayPal's business."
R669,Regulatory Scrutiny,The global payments industry is increasingly subject to regulatory scrutiny and oversight.
R670,Regulatory Scrutiny and Antitrust Risk,"The company is subject to scrutiny by various government agencies regarding antitrust and competition laws and regulations in the U.S. and internationally, including in connection with proposed or implemented business combinations, acquisitions, investments, partnerships, commercial agreements and business practices."
R671,Regulatory Scrutiny and Licensing Risk,"Frequent or persistent site interruptions could lead to regulatory scrutiny, significant fines and penalties, mandatory changes to business practices, and could cause loss of existing licenses or prevent obtaining additional licenses."
R672,Regulatory and Earnings Risk from Operating Expenses,"If the Utility spends more than CPUC-authorized amounts on operating and maintenance expenses, the excess spending could negatively impact earnings."
R673,Regulatory and Legal Investigations,"PG&E Corporation and the Utility have received and responded to document, data, and other information requests from the CPUC's SED, the DOJ, and law enforcement agencies investigating wildfires. They could be subject to additional investigations, lawsuits, or enforcement actions."
R674,Regulatory and Legal Risk,"Unfavorable regulations, laws, decisions, or interpretations by government or regulatory authorities could cause Amazon to incur substantial costs, expose it to civil and criminal liability or penalties, diminish demand for products and services, increase cost of doing business, or require changes to business practices."
R675,Regulatory and Legislative Compliance Risk,"Operations are subject to extensive federal, state, and local laws, permits, and regulatory requirements, including determinations by the CPUC, CEC, California State Lands Commission, and California Coastal Commission regarding extended nuclear operations."
R676,Regulatory and Licensing Risk,"Obtaining and maintaining lending licenses required to originate loans would be costly, time-consuming and uncertain, and would subject the company to additional laws and regulatory requirements, significantly increasing costs and compliance obligations."
R677,Regulatory and Litigation Risk from Wildfire Mitigation,"PG&E Corporation and the Utility could be subject to additional investigations, regulatory proceedings, enforcement actions, litigation, and customer claims resulting from wildfire mitigation initiatives. These actions could lead to fines, penalties, customer rebates, or failure to obtain cost recovery."
R678,Regulatory and Media Scrutiny Risk,"The technology industry, including the Company, is subject to intense media, political, and regulatory scrutiny, exposing the Company to increasing regulation, government investigations, legal actions, and penalties."
R679,Regulatory and Reputational Risk,"Wildfires have had and could continue to have adverse consequences on the Utility's proceedings with the CPUC and the FERC, and future regulatory proceedings. PG&E Corporation and the Utility may also suffer additional reputational harm and face a more challenging operating, political, and regulatory environment."
R680,Release of Hazardous Substances,"Release of hazardous or toxic substances into the air, water, or soil, including gas leaks, flaking lead-based paint, and leaking insulating fluid from electrical equipment."
R681,Reliance on Financing Activities,"The Company continues to rely on proceeds from financing activities to support its ongoing expenditures, contributing to a working capital deficit."
R682,Reliance on Third Parties for Technology,"The company relies in part on third parties, including some competitors, for the development of and access to new or evolving technologies. These third parties may restrict or prevent access to those technologies."
R683,Renewable Energy Target Compliance Risk,"The Utility may incur additional costs to procure renewable energy to meet new renewable energy targets set by SB 350 and SB 100, and may be subject to penalties for failure to meet the higher targets."
R684,Renewable Portfolio Standard Compliance Risk,"California's RPS program requires utilities to gradually increase renewable energy delivered to customers, with targets of 50% by 2026, 60% by 2030, 90% by 2035, 95% by 2040, and 100% from eligible renewables and zero-carbon resources by 2045."
R685,Repatriation costs,The company would incur significant additional costs upon repatriation of foreign subsidiary earnings and capital from certain jurisdictions.
R686,Reputation and Brand Damage Risk,"Reputation and brands could be damaged due to scrutiny or backlash from customers, partners, employees, government entities, media, or advocacy groups, stemming from new features, products, services, terms of service changes, or decisions regarding user privacy, data practices, or information security. Social media may amplify negative brand events."
R687,Reputation and User Engagement Risk,"Reputation or user engagement may be negatively affected by hostile or inappropriate activity from third parties, including impersonation, misleading information, or misuse of products and services."
R688,Reseller Dependency Risk,"The financial condition of resellers could weaken, resellers could stop distributing the Company's products, or uncertainty regarding demand could cause resellers to reduce their ordering and marketing of the Company's products."
R689,Reseller Investment Risk,"Programs to enhance reseller sales, including staffing selected resellers' stores and improving product placement displays, can require substantial investment while not assuring return or incremental sales."
R690,Responsible AI Use Risk,"Concerns relating to the responsible use of new and evolving technologies, such as AI, in products and services may result in reputational and financial harm and liability, and may cause the company to incur costs to resolve such issues."
R691,Responsible use of AI technologies,"Issues relating to the responsible use of our technologies, including AI, may result in reputational and financial harm and liability."
R692,Restrictions on Technology Development and Adoption,"Ability to develop, provide, or incorporate new technologies may be limited or restricted by industry-wide standards, platform providers, payments networks, laws and regulations, changing customer expectations, third-party intellectual property rights, and other factors."
R693,Retail Business Variability,"Demand for products and services can fluctuate significantly due to seasonality, promotions, product launches, global economic conditions, natural or human-caused disasters, extreme weather, or geopolitical events, placing increased strain on operations."
R694,Retail Competition Risk,"Retail competition from direct access, community choice aggregation, distributed generation, self-generation, and governmental entities reduces the number of utility customers, leading to a reduction in the Utility's rate base."
R695,Retail Operations Risk,"Retail operations face risks related to managing construction and operating costs, maintaining relationships with existing retail partners, fluctuations in retail inventory value, and obtaining and renewing leases in quality locations at reasonable cost."
R696,Retail Store Risks,"Retail operations are subject to many factors that pose risks and uncertainties, including macroeconomic factors that could adversely affect general retail activity and the Company's ability to manage costs."
R697,Retirement Eligibility Risk,"Approximately 19% of PG&E Corporation's and the Utility's employees are eligible to retire, which could impact workforce stability."
R698,Revenue Decline from eBay Marketplace,"A decline in total payment volume and revenue from core PayPal products and services has occurred, driven primarily by decreased revenue earned on eBay's marketplace platform."
R699,Revenue Growth Sustainability,"Revenue and operating profit growth depends on continued growth in demand for the company's products and services and is affected by general economic, business, and geopolitical conditions worldwide. A softening of demand may result in decreased revenue or slower growth."
R700,Revenue Recognition Complexity,"Revenue recognition for customer agreements is complex due to the identification of distinct performance obligations, timing of recognition, and estimation of variable consideration, requiring extensive audit effort and a high degree of auditor judgment."
R701,Revenue Recognition Judgment,"Significant judgment is required to determine whether products and services are distinct performance obligations, affecting how and when revenue is recognized."
R702,Revenue Recognition Risk,"Complex arrangements with nonstandard terms and conditions may require significant contract interpretation, and determining principal versus agent status and the treatment of incentive payments requires considerable judgment, both of which impact revenue recognized."
R703,Revenue Share Risk,"If the overall return on PayPal branded credit programs does not meet the minimum return threshold in a quarter, revenue share for that period would be zero. If the threshold is not met over four consecutive quarters and the following quarter, PayPal would be required to make a payment to the partner institution."
R704,Revenue Shift Risk,Office Commercial revenue is affected by the continued shift from Office licensed on-premises to Office 365 subscriptions.
R705,Revenue Shortfall and Spending Adjustment,Inability to adjust spending to offset revenue shortfalls due to the multi-year development cycle for some products and services.
R706,Rising Customer Rates,Rising rates for the Utility's customers could result in circumstances in which the Utility is unable to fully recover costs or earn its authorized ROE.
R707,Rising Customer Rates and Cost Recovery Risk,"As rate pressures increase, the likelihood of disallowance or non-recovery may increase. If the CPUC fails to adjust the Utility's rates to reflect the impact of events or conditions caused by climate change, financial condition, results of operations, liquidity, and cash flows could be materially affected."
R708,Rising Energy Rates and Declining Customer Usage,"If rates rise too rapidly, customer usage could decline, decreasing the volume of sales and further increasing rates in a self-reinforcing feedback loop."
R709,Rising Interest Rates and Borrowing Costs,"Economic conditions and actions by policymaking bodies are contributing to rising interest rates and significant capital market volatility, which could increase the company's future borrowing costs."
R710,Rising Rates Risk,Rising rates for the Utility's customers could result in circumstances in which the Utility is unable to fully recover costs or earn its authorized ROE.
R711,Russia Operations Risk,NVIDIA stopped direct sales to Russia and closed its business operations there in FY2023. Revenue to partners that sell into Russia may have been negatively impacted due to the war in Ukraine.
R712,Russia-Ukraine Conflict Risk,Russia's military hostilities in Ukraine beginning in February 2022 led the company to suspend transactional services in Russia. The total potential financial impact of this situation cannot be reasonably estimated at this time.
R713,SB 100 Compliance Risk,SB 100 (the 100 Percent Clean Energy Act of 2018) increased the percentage from 50% to 60% of California's electricity portfolio that must come from renewables by 2030 and established state policy that 100% of all retail electricity sales must come from renewable or carbon-free resources by 2045. Failure to comply could result in material fines imposed on PG&E Corporation and the Utility.
R714,SB 901 Securitization Risk,"SB 901 securitization charges, net of related regulatory asset and liability recognized pursuant to the CHT decision, negatively impacted earnings by $608 million in 2022."
R715,SEC Securities Classification Risk,"If the SEC were to assert that any of the cryptocurrencies supported are securities, it could assert that activities involving that cryptocurrency require securities broker-dealer registration or other obligations under federal securities laws."
R716,SSP Determination Risk,"Judgment is required to determine the standalone selling price (SSP) for each distinct performance obligation, particularly when products or services are not sold separately."
R717,Safety Culture Investigation,"The CPUC has opened a formal investigation into whether the organizational culture and governance of PG&E Corporation and the Utility adequately prioritize safety, direct resources appropriately, and achieve accountability and safety goals."
R718,Safety Culture OII Risk,"The Utility could incur material charges, including fines and other penalties, in connection with the Safety Culture OII and other matters that the CPUC's Safety and Enforcement Division may be investigating."
R719,Safety Performance Risk,"The company faces risk related to ensuring safe performance across all work activities, requiring continuous improvement in safety behaviors and ongoing risk reduction measures."
R720,Sales Channel Disruption,"The product distribution system relies on an extensive partner and retail network, and economic conditions impacting partners—such as the bankruptcy of a major distributor, OEM, or retailer—could cause significant sales channel disruption."
R721,Search Advertising Growth Dependency,"Growth depends on ability to attract new users, understand intent, and match intent with relevant content on advertising offerings."
R722,Seasonal Demand Risk,"The Company has historically experienced higher net sales in its first quarter compared to other quarters in its fiscal year due in part to seasonal holiday demand, making results subject to seasonal fluctuations."
R723,Seasonal Demand Variability,"Revenues are generally higher during winter months (November to March) because of higher demand due to heating, creating seasonal variability in financial performance."
R724,Seasonal Staffing Risk,Inability to adequately staff fulfillment network and customer service centers during peak periods; delivery and other fulfillment companies and customer service co-sourcers may be unable to meet seasonal demand.
R725,Seasonality,"The company's business is affected by seasonality, which historically results in higher sales volume during the fourth quarter ending December 31."
R726,Seasonality and Product Introduction Timing,"The Company has historically experienced higher net sales in its first fiscal quarter due to seasonal holiday demand, and new product introductions can significantly impact net sales, cost of sales and operating expenses."
R727,Security Measures Cost,The cost of implementing measures to protect products and customer-facing services against security threats could reduce the company's operating margins.
R728,Security Vulnerabilities,"The company may be unable to detect all vulnerabilities in its security controls, systems, or software, including third-party software, which could result in reputational and financial harm."
R729,Security Vulnerabilities in Third-Party Components,"The company's products operate in conjunction with third-party products and components, and a security vulnerability in one of these components could lead to increased costs, liability claims, reduced revenue, or harm to the company's reputation or competitive position."
R730,Security Vulnerability Risk,"Undiscovered vulnerabilities in products or services could result in loss of data or intangible property, or expose end customers to unscrupulous third parties who develop and deploy malicious software programs that could attack products or services."
R731,Semiconductor Shortage Risk,"The global semiconductor industry has experienced high demand and supply shortages, which adversely affected the Company's ability to obtain sufficient quantities of components and products on commercially reasonable terms or at all."
R732,Sensitive Data Obligations Risk,"The Company is subject to specific obligations relating to sensitive information under applicable laws, such as health data, financial data, and biometric data. Failure to comply can result in litigation, government investigations, and significant fees or fines."
R733,Service Quality and Outages,"The Company's service offerings can have quality issues and from time to time experience outages, service slowdowns or errors, resulting in services not performing as anticipated and potentially not meeting customer expectations."
R734,Services Competition,"The Company's services face substantial competition from companies with significant resources, established service offerings with large customer bases, business models providing free content, and illegitimate means to obtain third-party digital content and applications."
R735,Severe Weather and Climate Change Risk,"Extreme weather, drought and shifting climate patterns have intensified challenges including wildfire management in California. More than 81% of California is experiencing severe to extreme drought as of December 31, 2022. Approximately half of the Utility's service area faces elevated or extreme fire danger per CPUC's 2018 statewide fire-threat map."
R736,Severe Weather and Natural Disasters,"Severe weather events and natural disasters—including wildfires, storms, tornadoes, floods, extreme heat, drought, earthquakes, lightning, tsunamis, rising sea levels, pandemics, solar events, electromagnetic events, and wind events—could result in severe business disruptions, prolonged power outages, property damage, injuries, and loss of life. Such events could also cause significant decreases in revenues and earnings as well as substantial additional costs."
R737,Share Dilution Risk,"PG&E Corporation may be required to issue additional shares with respect to HoldCo Rescission or Damage Claims, resulting in dilution to existing common stockholders, or to pay a material amount of cash with respect to allowed Subordinated Debt Claims."
R738,Shareholder Control Limitations,"California law and certain provisions in the Amended Articles and Amended Bylaws of PG&E Corporation may prevent efforts by shareholders to change the direction or management of PG&E Corporation, including provisions that make acquisition more difficult without Board approval."
R739,Shareholder Dilution,"The company seeks to efficiently manage shareholder dilution while maintaining flexibility to issue shares for strategic purposes such as financings, acquisitions, and aligning employee compensation with shareholders' interests."
R740,Shareholder restrictions,Restrictions on shareholders' ability to change the direction or management of PG&E Corporation may limit investor influence over corporate governance.
R741,Shipping Cost Increases,"Shipping costs are expected to continue increasing as customers utilize shipping offers at a growing rate, more expensive and faster delivery methods are employed, and additional services are offered."
R742,Shipping Dependency Risk,"The company relies on a limited number of shipping companies to deliver inventory, and an inability to negotiate acceptable terms or performance problems with these carriers could negatively impact operating results and customer experience."
R743,Short-Term Contract Dependency,"Substantially all natural gas was purchased under contracts with a term of one year or less, exposing the Utility to market price volatility and supply uncertainty."
R744,Singapore Payment Services Act Compliance Risk,"Upon PayPal Pte. Ltd. obtaining the Major Payment Institution license, new regulatory requirements must be complied with, resulting in increased operational complexity and costs for Singapore and international operations."
R745,Single Product Concentration Risk,The Company generates a significant portion of its net sales from a single product and a decline in demand for that product could significantly impact quarterly net sales.
R746,Single or Limited Source Components,"Certain components essential to the Company's business are currently obtained from single or limited sources, making them subject to industry-wide shortage and significant commodity pricing fluctuations."
R747,Single-Source Supply Risk,"The Company relies on single-source outsourcing partners in the U.S., Asia, and Europe to supply and manufacture many components, which can negatively impact the cost or supply of components or finished goods if those partners fail to perform."
R748,Software Quality and Reliability Problems,"Sophisticated software may contain bugs and other defects that interfere with intended operation, causing reduced sales, reputational damage, repair costs, delays in new product releases, or legal liability."
R749,Spent Nuclear Fuel Storage,The Utility constructed interim dry cask storage facilities to store spent fuel onsite at Diablo Canyon and Humboldt Bay due to DOE's failure to fulfill its contractual obligation to take possession of spent nuclear fuel. Considerable uncertainty continues to exist regarding when and whether the DOE will meet its contractual obligation.
R750,Standalone Software Revenue Risk,"New business models or strategies for standalone software solutions and as-a-service offerings may not be successful and NVIDIA may fail to sell any meaningful standalone software or as-a-service solutions, incurring significant costs without achieving significant revenue."
R751,Standard Contractual Clauses (SCC) Compliance Risk,"The European Commission imposed new SCC requirements in June 2021 which impose certain contract and operational requirements on PayPal, its merchants, and vendors, potentially requiring new contractual arrangements to avoid limitations on PayPal's ability to process EEA data in countries outside of the EEA."
R752,State Privacy Legislation Risk,"Virginia, Colorado, Utah and Connecticut have passed privacy legislation effective in 2023. Similar laws are being considered in other states at federal and local levels, increasing risk of enforcement action."
R753,Statewide Electrical Blackout Risk,A prolonged statewide electrical blackout could result in damage to the Utility's equipment or damage to property owned by customers or other third parties.
R754,Stock Dilution Risk,"Issuance of additional shares of PG&E Corporation common stock to satisfy HoldCo Rescission or Damage Claims, or for future financings, acquisitions, or convertible securities, may dilute existing shareholders and reduce book value, market price, and proportionate ownership and voting power."
R755,Stock Price Volatility,"The stock market has experienced extreme price and volume fluctuations that have often been unrelated or disproportionate to the operating performance of companies, which may harm the market price of Class A common stock and Class C capital stock."
R756,Strategic Investment Valuation Risk,"The financial success of investments in privately held companies depends on liquidity events such as public offerings, acquisitions, or private sales. A hypothetical adverse change of 10% in the carrying value of strategic investments as of December 31, 2022 would have resulted in an incremental decrease of approximately $215 million to the carrying value of the portfolio."
R757,Strategic Investments Impairment Risk,"The company holds strategic investments in non-marketable equity securities measured at cost minus impairment, primarily in privately held companies, and is required to regularly review these investments to determine whether impairment has occurred."
R758,Strategic Transactions Risk,"Strategic transactions are inherently risky, may not be successful, and could harm PayPal's business, results of operations, and financial condition. Strategic investments involving minority ownership stakes provide a lesser degree of influence over the relevant business operations."
R759,Subordinated Debt Claims Payment Risk,"PG&E Corporation may be required to pay a material amount of cash with respect to allowed Subordinated Debt Claims, which may have a material adverse impact on PG&E Corporation's and the Utility's financial condition, results of operations, liquidity, and cash flows."
R760,Substantial Indebtedness Risk,"PG&E Corporation and the Utility carry substantial indebtedness secured by liens on certain assets, which limits their ability to refinance, borrow additional amounts, and use operating cash flow flexibly, while increasing vulnerability to adverse economic conditions and catastrophic events."
R761,Succession Planning Risk,Failure to ensure effective transfer of knowledge and smooth transitions involving key employees could hinder strategic planning and execution.
R762,Supplier Code of Conduct Violations,"While the Company relies on its partners to adhere to its supplier code of conduct, violations occur from time to time and can materially adversely affect the Company's business, reputation, results of operations, and financial condition."
R763,Supplier Commitment Risk,"The company enters into supplier commitments for certain electronic device components and products based on forecasted customer demand, and if those commitments are reduced, additional costs may be incurred."
R764,Supplier Dependency Risk,"Qualifying a new foundry or subcontractor may result in additional expense and production delays, and NVIDIA has limited direct control over product quantity, quality, and delivery schedules, with risk that suppliers may fail to provide high-quality products."
R765,Supplier Relationship Risk,"The company depends on significant suppliers, including limited or single-source suppliers, without long-term supply agreements in place. Supplier bankruptcies, disasters, or violations of laws or ethical standards could disrupt sourcing and harm the company's reputation."
R766,Supply Agreement Renewal Risk,"There can be no guarantee that the Company will be able to extend or renew supply agreements on similar terms, or at all."
R767,Supply Chain Concentration Risk,"The Company relies on single or limited sources for the supply and manufacture of many critical components. Substantially all manufacturing is performed by outsourcing partners located primarily in China mainland, India, Japan, South Korea, Taiwan and Vietnam. A business interruption affecting such sources would exacerbate any negative consequences."
R768,Supply Chain Constraints,"Limited supply or capacity in the supply chain has led to extended lead times of more than 12 months, requiring premiums and deposits to secure future supply and capacity, thereby increasing product costs."
R769,Supply Chain Cyber Risk,"Reliance on third-party suppliers for critical business systems, including cloud-based infrastructure, encryption, authentication technology, and employee email, exposes the company to supply-chain attacks or business disruptions if those third parties have inadequate security measures or compromised systems."
R770,Supply Chain Cyberattacks,The company is subject to supply chain cyberattacks in which malware may be introduced to customers through compromised software updates from a software provider.
R771,Supply Chain Disruption,"Risk of inability to find replacement vendors on favorable terms or at all in the event of a supply chain disruption, including volume-based pricing issues and minimum purchase requirements."
R772,Supply Chain Risk,"Supply has grown significantly due to current supply chain conditions, product complexity, and recent reductions in demand, with inventory provisions for excess inventory and purchase obligations totaling $2.17 billion in FY2023."
R773,Supply Constraint Risk,"Risk that foundry partners and contract manufacturers may not have adequate capacity or may experience supply constraints, including due to natural disasters, pandemics, or geopolitical tensions."
R774,Supply Exceeding Demand,"In fiscal year 2023, NVIDIA's supply exceeded demand in several product areas, causing revenue to deviate from historical seasonal patterns."
R775,Supply Order Commitment Risk,The company faces risk from non-cancellable supply orders or prepayment requirements that may result in excess inventory or financial losses if demand or requirements change unexpectedly.
R776,Supply Shortages and Price Increases,"The Company remains subject to significant risks of supply shortages and price increases that can materially adversely affect its business, results of operations, and financial condition, particularly as new products often utilize custom components available from only one source."
R777,System Failures and Cyberattacks,"Company has experienced and expects to continue to experience system failures, cyberattacks, unplanned outages that interrupt availability or reduce speed/functionality of products and services, resulting in loss of revenue."
R778,System Interruption and Lack of Redundancy,"The company experiences occasional system interruptions and delays that make websites and services unavailable or slow to respond, preventing efficient order fulfillment or service provision. Systems are not fully redundant and disaster recovery planning may not be sufficient to address all potential disruptions."
R779,System Interruptions Risk,"If too many customers access websites within a short period due to increased demand, system interruptions may make websites unavailable or prevent efficient order fulfillment, reducing the volume of goods offered or sold."
R780,System Upgrade and Re-platforming Risk,"System upgrades and re-platforming efforts are costly and time-consuming, involve significant technical complexity and risk, may divert resources from new features and products, and may ultimately not be effective."
R781,Systems Failures and Insurance Insufficiency,Insurance coverage may be insufficient to compensate for losses caused by interruptions in service due to systems failures and similar events.
R782,Talent Acquisition and Retention Risk,Difficulty in recruiting and retaining highly skilled workers and key leaders may adversely affect the ability to develop and deliver successful products and services.
R783,Talent Attraction and Retention,"Competition for key and highly skilled personnel is intense, especially for executive talent, software engineers, and other technology talent. The company may be limited in its ability to recruit or hire internationally due to restrictive immigration laws or policies."
R784,Talent Competition,"As a leading technology platform, PayPal competes for top global talent, making talent acquisition, development, and retention a key challenge."
R785,Talent Recruitment and Retention Risk,"Risk of failing to recruit, develop, and retain talented employees including executives, scientists, engineers, and technical staff in a competitive global talent market."
R786,Talent Retention Risk,"Performance depends on talents of highly skilled individuals. Competition for qualified employees is intense, and compensation arrangements may not always be successful in attracting and retaining employees."
R787,Talent Retention and Compensation Costs,"In fiscal year 2023, base salaries of salaried employees were frozen at fiscal year 2022 levels to manage costs in a competitive environment, potentially impacting talent retention."
R788,Tax Act Impact Risk,"Risk related to the impact of the Tax Act on TO18 rates in January and February 2018, subject to ongoing appeals."
R789,Tax Audit Risk,"The company is undergoing investigations, audits, and reviews by tax authorities in multiple U.S. and foreign tax jurisdictions. Any adverse outcome could result in unforeseen tax-related liabilities that differ from the amounts recorded in financial statements."
R790,Tax Compliance Risk,"The company faces risks related to new obligations to withhold or collect sales, consumption, value-added, or other taxes on online marketplaces and remote sellers, including taxes on online advertising and marketplace service revenues in non-U.S. jurisdictions."
R791,Tax Controversies,"The company is subject to tax controversies in various jurisdictions that may result in additional income tax liabilities. Developments in audits, investigations, or other tax controversies could have a material effect on operating results or cash flows."
R792,Tax Controversy Risk,"The company is currently subject to tax controversies in various jurisdictions, which may have a material impact on its financial condition or results of operations."
R793,Tax Examination Risk,"Subject to continuous examination of income tax returns by the IRS and other domestic and foreign tax authorities, with risk of adverse outcomes affecting provision for income taxes."
R794,Tax Expense and Liability Risk,"The company's tax expense and liabilities are affected by changes in business operations, acquisitions, investments, intercompany transactions, foreign earnings, currency exchange rates, and changes in tax assets and liabilities."
R795,Tax Law Changes,"Changes in tax laws, exposure to unanticipated additional tax liabilities, or implementation of reporting or record-keeping obligations could have a material adverse effect on the business. Various countries have proposed or enacted digital services taxes."
R796,Tax Legislation Risk,"The 2017 Tax Cuts and Jobs Act requires capitalization and amortization of R&D expenditures beginning in FY2023, which impacts NVIDIA's effective tax rate."
R797,Tax Liabilities,"Operating results may be adversely impacted by additional tax liabilities, higher than expected tax rates and other tax-related factors."
R798,Tax Liability Risk,"Tax benefits of $1.02 billion, including related interest and penalties of $95 million, were recorded in non-current income tax payable at the end of FY2023, and NVIDIA is currently under IRS examination for fiscal years 2018 and 2019."
R799,Tax Rate Changes and Additional Tax Liabilities,"The Company is subject to changes in tax rates, adoption of new U.S. or international tax legislation, and exposure to additional tax liabilities across multiple jurisdictions including Ireland and Singapore. Effective tax rates are affected by changes in earnings mix, deferred tax asset valuations, new taxes, and tax law changes."
R800,Tax Rate Risk,"Future effective tax rates could be adversely affected by lower-than-anticipated earnings in low-tax jurisdictions, higher-than-anticipated earnings in high-tax jurisdictions, net gains and losses on hedges, changes in deferred tax asset or liability valuations, or changes in tax laws, regulations, or accounting principles."
R801,Tax Rate Variability,"The company's effective tax rate is subject to variability due to factors including intangible property transfers, stock-based compensation tax benefits, the mix of income between U.S. and foreign jurisdictions, and regulatory changes such as TCJA provisions."
R802,Tax and Stock-Based Compensation Risk,"Risk of reduced future tax benefits from stock-based compensation, increased effective tax rate, and adverse effect on financial results."
R803,Tax-related risks,Tax-related risks and uncertainties include the grantor trust election for the Fire Victim Trust and the potential inability to use net operating loss carryforwards and other tax attributes to offset future income.
R804,Technological Change Risk,Competition expected to increase from both existing competitors and new market entrants with products that may be lower priced or provide better performance or additional features.
R805,Technological and Decarbonization Changes,"The electric power and gas industries are undergoing significant changes driven by technological advancements and a decarbonized economy, including increasing deployment of distributed energy resources such as on-site solar generation, electric vehicles, energy storage, and fuel cells."
R806,Technology Development Complexity Risk,Developing new technologies is complex and can require long development and testing periods. Significant delays in new releases or significant problems in creating new products or services could adversely affect revenue.
R807,Telecommunications Regulation Risk,"Laws in several jurisdictions, including EU Member State laws under the European Electronic Communications Code, increasingly classify certain services as regulated telecommunications services, resulting in additional data protection, security, and law enforcement surveillance obligations."
R808,Temporary Permissions Regime Authorization Risk,"PayPal (Europe) currently operates in the U.K. under the Temporary Permissions Regime, and if it is unable to obtain required authorizations before the expiry of longstop dates set by U.K. regulators, its European operations could lose the ability to offer services within or into the U.K. market."
R809,Third-Party Confidential Information Exposure,The Company's business requires it to share confidential information with suppliers and other third parties. The Company relies on global suppliers that are also exposed to ransomware and other malicious attacks that can disrupt business operations.
R810,Third-Party Construction Damage,"Construction performed by third parties that damages the Utility's underground or overhead facilities, including dig-ins that damage underground pipelines."
R811,Third-Party Content Licensing Risk,Licensing or distribution arrangements for third-party content can be for short time periods and do not guarantee continuation or renewal on commercially reasonable terms. Third-party content providers may offer competing products or limit the Company's access to content.
R812,Third-Party Contractor Liability,"The Utility may retain liability for contractor work quality and completion, and can be subject to penalties or enforcement actions due to contractor violations or personal injury caused by contractor actions."
R813,Third-Party Custodian Risk,"Customer cryptocurrency offerings expose the company to financial and third-party risks including inappropriate access to, theft, or destruction of cryptocurrency assets held by a custodian, insufficient insurance coverage, failure to maintain effective controls, inability to purchase or liquidate cryptocurrency holdings, and defaults on financial or performance obligations."
R814,Third-Party Dependency Risk,"Reliance on third parties in many aspects of business, including networks, banks, payment processors, payment gateways, unaffiliated third-party lenders, cryptocurrency custodial service providers, and external business partners, which creates additional risk."
R815,Third-Party Developer Dependency,NVIDIA depends on developers and other third parties to build accelerated computing applications that leverage its platforms. Failure by developers or content providers to do so could adversely affect customer demand.
R816,Third-Party IP Infringement Claims,Third parties may allege that the company is infringing their patents and other intellectual property rights.
R817,Third-Party Intellectual Property Access Risk,"The Company relies on access to third-party intellectual property, which may not be available on commercially reasonable terms or at all. Failure to obtain such rights can preclude the Company from selling certain products or services."
R818,Third-Party Inventory Management Risk,"Under commercial agreements, the company maintains inventory on behalf of other companies, increasing the complexity of inventory tracking. Failure to properly handle such inventory or inaccurate demand forecasting may result in insufficient storage space or an inability to optimize the fulfillment network."
R819,Third-Party Litigation Risk,"The Company has commercial relationships with other companies in the technology industry that are or may become subject to investigations and litigation. If resolved against those other companies, such proceedings could materially adversely affect the Company."
